uf,season,week,P25,P50,P75,P90,P95
PB,2023-2024,52,78,134.5,229.25,366.10000000000014,505
PE,2023-2024,1,151,289,551.25,1019.4000000000005,1547.1999999999998
PE,2023-2024,2,144,281,536,1019.1000000000015,1530.999999999999
PE,2023-2024,3,150.75,275,519.5,1025.2000000000003,1554
PE,2023-2024,4,146.75,280,515.25,980.2000000000003,1482.1499999999999
PE,2023-2024,5,153,283,525,967.9000000000012,1465.1499999999999
PE,2023-2024,6,151.75,279.5,539,1049.2000000000003,1504
PE,2023-2024,7,148,275.5,524,927.2000000000003,1446.05
PE,2023-2024,8,145,270.5,501,923,1391.4999999999995
PE,2023-2024,9,148,262,508.5,934.6000000000022,1359.9499999999991
PE,2023-2024,10,144,265,508,927.2000000000003,1412.1
PE,2023-2024,11,142,262,510.25,944.2000000000003,1379.05
PE,2023-2024,12,140,256,474,861.2000000000003,1415.1
PE,2023-2024,13,136,251.5,469,911.2000000000016,1343.3499999999997
PE,2023-2024,14,146,272,508,931.1000000000001,1423.05
PE,2023-2024,15,152,269,501,931.6000000000008,1434.8999999999974
PE,2023-2024,16,158.75,287,516,1023.2000000000003,1491.1999999999998
PE,2023-2024,17,171.75,297.5,553.25,1036.2000000000003,1627.1499999999999
PE,2023-2024,18,180,317.5,603.25,1142.400000000002,1656.5499999999995
PE,2023-2024,19,191,347,617.5,1116.6000000000008,1707.5999999999995
PE,2023-2024,20,208,365,656.5,1253.2000000000003,1984.249999999998
PE,2023-2024,21,232,407,759,1394.1000000000001,1989.4499999999987
PE,2023-2024,22,247.75,437,788,1551.5000000000007,2319.6499999999996
PE,2023-2024,23,261,462.5,830.5,1536.1000000000015,2210.699999999998
PE,2023-2024,24,282,486,892.5,1691.2000000000003,2599.05
PE,2023-2024,25,296.75,525.5,966,1818.2000000000003,2815.2
PE,2023-2024,26,318,556.5,1015,1883.3000000000018,2832.499999999999
PE,2023-2024,27,334,576,1069,1982,3094.1
PE,2023-2024,28,346.75,620.5,1164,2072.4000000000005,2950.899999999999
PE,2023-2024,29,372,665.5,1202.5,2241.4000000000005,3400.949999999999
PE,2023-2024,30,396,674,1218,2257.6000000000035,3459.35
PE,2023-2024,31,389,713,1308.25,2273.5000000000036,3283.05
PE,2023-2024,32,404,712,1265,2419.3000000000006,3679.7499999999995
PE,2023-2024,33,406.75,703.5,1317,2305.400000000002,3546.999999999998
PE,2023-2024,34,382,675,1218.25,2342.0000000000027,3467.3
PE,2023-2024,35,373.75,648.5,1194,2268.500000000001,3244.149999999999
PE,2023-2024,36,344,628.5,1124,2113.800000000001,3334.4999999999995
PE,2023-2024,37,326,589,1079.25,2076.1000000000004,3257.749999999999
PE,2023-2024,38,305.75,566,1057.25,1893.3000000000004,2838.4999999999995
PE,2023-2024,39,283,533.5,955.25,1841,2699.05
PE,2023-2024,40,272,479,909,1725.1000000000015,2667.7499999999995
PE,2023-2024,41,262,480.5,874.25,1672.5000000000007,2549.499999999999
PE,2023-2024,42,241.75,437.5,817.25,1511.3000000000004,2290.3499999999995
PE,2023-2024,43,225.75,409.5,785,1441.2000000000016,2190.45
PE,2023-2024,44,212.75,380,725.25,1311.6000000000008,2031.1499999999999
PE,2023-2024,45,200,360,680,1247.3000000000018,1880.5499999999995
PE,2023-2024,46,190,349,659,1296,1946.199999999999
PE,2023-2024,47,180,333.5,627,1155.5000000000007,1782.05
PE,2023-2024,48,169,323.5,592,1166,1751.6499999999994
PE,2023-2024,49,159,290.5,548.25,1068.1000000000001,1504.5499999999995
PE,2023-2024,50,161.75,293.5,568.25,1073,1580.05
PE,2023-2024,51,151,279,537.5,1013.2000000000003,1671.1
PE,2023-2024,52,151,281,533.5,1045.4000000000005,1598.8499999999992
PI,2023-2024,1,11,19,33,55,76
PI,2023-2024,2,11,18,32,52,70
PI,2023-2024,3,10,17,31,54,72
PI,2023-2024,4,10,17,31,52,73.04999999999995
PI,2023-2024,5,10,18,30,52,72
PI,2023-2024,6,11,19,31,53,75
PI,2023-2024,7,11,20,33,55,82
PI,2023-2024,8,12,21,36,59,84
PI,2023-2024,9,13,23,38,65,86.09999999999991
PI,2023-2024,10,14,24,41,69.10000000000014,97
PI,2023-2024,11,15,26,44.25,75,106.04999999999995
PI,2023-2024,12,16,29,51,84.10000000000014,123
PI,2023-2024,13,20,33,55,94.10000000000014,127
PI,2023-2024,14,24,40,68,111,155.04999999999995
PI,2023-2024,15,29,48,79,133.10000000000014,184.04999999999995
PI,2023-2024,16,36,58,96,150,212.0999999999999
PI,2023-2024,17,43,68,109,183.10000000000014,246
PI,2023-2024,18,51,80,129,216.10000000000014,293.0999999999999
PI,2023-2024,19,61,94,151.25,240,325.14999999999986
PI,2023-2024,20,69.75,108,175.25,280,390
PI,2023-2024,21,79,124,201,312,442.14999999999986
PI,2023-2024,22,92,143.5,239,369.10000000000014,487.04999999999995
PI,2023-2024,23,109,171,268,426,568.8999999999992
PI,2023-2024,24,128,190,308,501.10000000000014,685.1999999999998
PI,2023-2024,25,139,223,355.25,533,707.3499999999997
PI,2023-2024,26,159,246,392.25,599.1000000000001,805.3499999999997
PI,2023-2024,27,168,258,414.25,655.3000000000004,905.1999999999998
PI,2023-2024,28,187,288.5,456,693.2000000000003,959.05
PI,2023-2024,29,193.75,297,455.25,736,937.0999999999999
PI,2023-2024,30,198,307.5,469.25,739.2000000000003,985.2499999999998
PI,2023-2024,31,196,303,455,700,959.5999999999995
PI,2023-2024,32,192,298,449.25,697.1000000000001,924.05
PI,2023-2024,33,184,277,422,642.1000000000001,797
PI,2023-2024,34,159,248,381.25,597,802.1499999999999
PI,2023-2024,35,146,223,345,517.1000000000001,663.05
PI,2023-2024,36,131,198,309,458.6000000000008,611
PI,2023-2024,37,114,175,272,419.10000000000014,550.1999999999998
PI,2023-2024,38,98,151,225.25,361.10000000000014,511.14999999999986
PI,2023-2024,39,87,132,208,314.10000000000014,416
PI,2023-2024,40,74,114,183.25,285,386.04999999999995
PI,2023-2024,41,67,105,165.25,252,349.04999999999995
PI,2023-2024,42,58,92,146,235,306
PI,2023-2024,43,51,80,129.25,209,305
PI,2023-2024,44,47,73,121,187,255.04999999999995
PI,2023-2024,45,39,65,105,170,227.04999999999995
PI,2023-2024,46,34,55,87.25,140,204
PI,2023-2024,47,28.75,46,73,121,176
PI,2023-2024,48,24,39,64,107.10000000000014,147.14999999999986
PI,2023-2024,49,21,34,53,86,119
PI,2023-2024,50,17,28,46.25,78,105
PI,2023-2024,51,15,25,40.25,64,92
PI,2023-2024,52,12,22,37,63,85
PR,2023-2024,1,71,153,317.25,690.2000000000003,1308.5499999999995
PR,2023-2024,2,82,166,365,786.1000000000001,1338.1999999999998
PR,2023-2024,3,89,183,400,839.4000000000005,1425.4999999999995
PR,2023-2024,4,95,193,430.25,902,1423.05
PR,2023-2024,5,107.75,220.5,470.25,1019.2000000000003,1761.1
PR,2023-2024,6,115,242,517.25,1178,1979.4999999999995
PR,2023-2024,7,129,273,563.25,1230.3000000000004,2149.199999999999
PR,2023-2024,8,149,305,625.75,1355.2000000000003,2431
PR,2023-2024,9,162,318,688,1536.2000000000003,2495.5999999999985
PR,2023-2024,10,175,354,721.5,1620.500000000002,2561.649999999999
PR,2023-2024,11,200,399.5,857.5,1842.1000000000001,3112.199999999999
PR,2023-2024,12,226.75,435.5,915.5,2171.1000000000004,3777.0499999999997
PR,2023-2024,13,258.75,551,1175.75,2414.2000000000016,3776.2999999999993
PR,2023-2024,14,333.75,655,1432.75,2901.800000000001,4499.699999999998
PR,2023-2024,15,380.5,774,1679.25,3735.500000000001,5837.349999999997
PR,2023-2024,16,482,981,2108.25,4460.600000000006,6387.499999999996
PR,2023-2024,17,571.75,1233,2468.25,5133.100000000006,8956.299999999988
PR,2023-2024,18,695.75,1463.5,3028.25,6321.5,10649.699999999997
PR,2023-2024,19,833.75,1715,3683.75,7478.700000000005,11711.999999999998
PR,2023-2024,20,926,2058.5,4446.5,9269.80000000002,15265.049999999974
PR,2023-2024,21,1099.75,2276,4800.5,10368.400000000005,17470.599999999995
PR,2023-2024,22,1294.75,2666.5,5690.25,12266.300000000008,20130.449999999993
PR,2023-2024,23,1335,2796.5,5760,12095.900000000007,19224.49999999999
PR,2023-2024,24,1456.5,3111.5,6723.75,13725.20000000002,24560.849999999995
PR,2023-2024,25,1632.75,3453.5,7523,15678.200000000004,24800.749999999985
PR,2023-2024,26,1627,3393.5,7530.25,15826.900000000018,27877.149999999998
PR,2023-2024,27,1726,3650,7443.5,15481.900000000001,28279
PR,2023-2024,28,1649.25,3463.5,7158.75,16598.30000000001,26471.149999999994
PR,2023-2024,29,1572.75,3351.5,6652,14793.300000000043,24025.69999999999
PR,2023-2024,30,1406,2924,5960.25,12608.500000000002,20365.299999999985
PR,2023-2024,31,1157.25,2366,5086.5,10420.400000000005,18347.549999999996
PR,2023-2024,32,931.5,1988.5,4174,8613.100000000013,13519.699999999997
PR,2023-2024,33,769,1547.5,3216,7002.200000000007,12122.099999999986
PR,2023-2024,34,591.75,1235,2503,5342.9000000000015,8379.75
PR,2023-2024,35,455.75,922,1929.75,4146.900000000002,6137.5999999999985
PR,2023-2024,36,348,711.5,1524.25,3189.300000000002,5796.799999999999
PR,2023-2024,37,262,536,1176.75,2578.4000000000015,4298.049999999998
PR,2023-2024,38,204,418,897,1808.700000000001,2845.2499999999995
PR,2023-2024,39,155.75,320,692.25,1549.1000000000001,2582.6499999999996
PR,2023-2024,40,127,250,560.25,1144,1952.6499999999994
PR,2023-2024,41,105,209,438,947,1688.4999999999995
PR,2023-2024,42,83,173,364.25,799.1000000000001,1275.7499999999993
PR,2023-2024,43,74,153.5,324,695.5000000000007,1188.149999999999
PR,2023-2024,44,63.75,133,284,599.1000000000001,983.3499999999997
PR,2023-2024,45,58,120,264,556.5000000000007,942.4499999999996
PR,2023-2024,46,52,113.5,242.25,512.2000000000003,860.1999999999998
PR,2023-2024,47,52,110,241.25,525.1000000000001,858.0999999999999
PR,2023-2024,48,56,112,241.25,539.2000000000003,876.0999999999999
PR,2023-2024,49,57,113,245,569.5000000000007,904.6999999999985
PR,2023-2024,50,54.75,117,255.25,611.1000000000001,998.3999999999996
PR,2023-2024,51,62,130,286.25,596,1050.3499999999997
PR,2023-2024,52,69,141,311,693.1000000000001,1114.6499999999994
RJ,2023-2024,1,56,109,210,418.5000000000007,679
RJ,2023-2024,2,59,108,216,432.10000000000014,633.05
RJ,2023-2024,3,60,114,224,454.10000000000014,744.0999999999999
RJ,2023-2024,4,61.75,122,234,473.5000000000007,753.5499999999995
RJ,2023-2024,5,69,135,263,518.2000000000003,834.5999999999995
RJ,2023-2024,6,77,145.5,288.25,583.2000000000003,943.3499999999997
RJ,2023-2024,7,82,157,323,621,995.0999999999999
RJ,2023-2024,8,93,178,343,698.3000000000004,1023.05
RJ,2023-2024,9,104,183,369,719.3000000000004,1265.1999999999998
RJ,2023-2024,10,110,204,401,807,1203.3499999999997
RJ,2023-2024,11,120,232,442.25,885.3000000000004,1412.4999999999995
RJ,2023-2024,12,138,253.5,495.5,1003.1000000000001,1647.1
RJ,2023-2024,13,156,285.5,544,1087.1000000000015,1826.5499999999995
RJ,2023-2024,14,171,308.5,588.25,1188.1000000000001,1853.199999999999
RJ,2023-2024,15,191.75,348,650.25,1312,1986.4999999999995
RJ,2023-2024,16,200,375.5,744.5,1408.1000000000001,2271.6999999999985
RJ,2023-2024,17,225.75,403.5,780.5,1507.2000000000003,2251.6999999999985
RJ,2023-2024,18,230,418.5,803.25,1577.1000000000001,2525.399999999997
RJ,2023-2024,19,243.75,452,880.5,1721.2000000000003,2579.15
RJ,2023-2024,20,263,479,913,1820.1000000000001,3167.7
RJ,2023-2024,21,286,519,1004,1943.3000000000018,3145.0499999999993
RJ,2023-2024,22,311,553,1030.25,2032,3358.2499999999986
RJ,2023-2024,23,331,599.5,1169.75,2204.4000000000005,3405
RJ,2023-2024,24,344,644,1242.75,2468.500000000001,3944.25
RJ,2023-2024,25,384.75,710.5,1307.25,2541.2000000000044,4132.049999999998
RJ,2023-2024,26,389.75,727,1376,2540.500000000001,4072.2
RJ,2023-2024,27,409.75,746.5,1404,2775.300000000002,4332.5999999999985
RJ,2023-2024,28,425.5,788.5,1451.5,2797.400000000002,4523.0999999999985
RJ,2023-2024,29,414.75,755,1514.75,2725,4256.65
RJ,2023-2024,30,408.75,754,1425.25,2698,4052.6499999999996
RJ,2023-2024,31,392,678.5,1365.25,2588.2000000000003,4326.599999999998
RJ,2023-2024,32,368.75,664,1241.25,2553.900000000001,3874.899999999997
RJ,2023-2024,33,316.75,594.5,1164.25,2239.3,3320.8999999999987
RJ,2023-2024,34,289,541,997,2002.1000000000001,3162.05
RJ,2023-2024,35,252.75,460.5,871,1771.800000000001,2814.0499999999975
RJ,2023-2024,36,213.75,395.5,763.25,1485.1000000000015,2382.3499999999995
RJ,2023-2024,37,185.75,345.5,695.5,1345.4000000000005,2212.149999999999
RJ,2023-2024,38,163,300,582.25,1191,1856.5499999999995
RJ,2023-2024,39,138,252,483.25,974.4000000000005,1535.4499999999996
RJ,2023-2024,40,119,230.5,445,911.1000000000015,1365.4999999999986
RJ,2023-2024,41,106.75,199,384.25,754.1000000000001,1274.1
RJ,2023-2024,42,93,174,337,682.2000000000003,1080.05
RJ,2023-2024,43,82,154,297.25,600.6000000000008,914.4499999999996
RJ,2023-2024,44,71,134,264,505,808
RJ,2023-2024,45,66,124,239.25,494.10000000000014,801.0999999999999
RJ,2023-2024,46,62,116,218,462.3000000000004,765.2999999999997
RJ,2023-2024,47,56,105,212,394.6000000000008,612.2499999999998
RJ,2023-2024,48,54,104,198.25,403.10000000000014,619
RJ,2023-2024,49,54,101,192,377.5000000000007,649.0999999999999
RJ,2023-2024,50,54,100,188,385.10000000000014,622.1999999999998
RJ,2023-2024,51,55,103,193,357.10000000000014,550.3499999999997
RJ,2023-2024,52,54,101,200,393.10000000000014,609.05
RN,2023-2024,1,56,118,230.25,465.10000000000014,721.05
RN,2023-2024,2,57.75,118,241.25,478.10000000000014,730.4499999999996
RN,2023-2024,3,51,106,215,443.5000000000007,671.1499999999999
RN,2023-2024,4,50,100,200.25,371,584.1499999999999
RN,2023-2024,5,47,90,192,400.2000000000003,649.0999999999999
RN,2023-2024,6,46,91,180,354.10000000000014,622.05
RN,2023-2024,7,44,85.5,181,376.10000000000014,572.0999999999999
RN,2023-2024,8,39,81,171.25,345.3000000000004,543.1499999999999
RN,2023-2024,9,38,85,179,367,554.1999999999998
RN,2023-2024,10,42,86,180.25,345,550.4499999999996
RN,2023-2024,11,44,86,185,373.40000000000055,604.3499999999997
RN,2023-2024,12,45,94,193,402,663
RN,2023-2024,13,53,107.5,216,425,651.05
RN,2023-2024,14,56.75,120,254.25,513,823.2499999999998
RN,2023-2024,15,67.75,140,301.25,573,912.0999999999999
RN,2023-2024,16,76,158.5,327.25,715.2000000000003,1096.4499999999996
RN,2023-2024,17,88,186,384,784.1000000000001,1223.1499999999999
RN,2023-2024,18,108,217,448,962.3000000000004,1519.7999999999993
RN,2023-2024,19,122,251,502,1022.5000000000007,1665.2999999999997
RN,2023-2024,20,139,296,632,1237.1000000000001,1866
RN,2023-2024,21,149,312,643,1295.2000000000003,1966.7499999999984
RN,2023-2024,22,164,330,682.5,1355.2000000000003,2037.5999999999995
RN,2023-2024,23,187,360,742,1465,2235.2
RN,2023-2024,24,189,378,743,1450.2000000000003,2216.45
RN,2023-2024,25,192,393,795.25,1514.5000000000007,2447.7499999999995
RN,2023-2024,26,198,397,810.25,1584.2000000000003,2500.3999999999987
RN,2023-2024,27,218,423.5,853,1615.1000000000001,2488.1499999999996
RN,2023-2024,28,227.75,451.5,925.25,1771.6000000000008,2865.249999999999
RN,2023-2024,29,246.75,468,925.5,1764.700000000001,2856.099999999998
RN,2023-2024,30,239.75,473.5,947.25,1914.0000000000014,2958.2999999999997
RN,2023-2024,31,239,487.5,973.25,1922.2000000000016,2958.2999999999984
RN,2023-2024,32,246,483.5,978.25,1891.3000000000004,2898.0999999999985
RN,2023-2024,33,255,490.5,1021,1943.1000000000001,2925.849999999999
RN,2023-2024,34,235,487,986.75,1908.400000000002,2874.2999999999997
RN,2023-2024,35,236.75,482.5,940.75,1861.700000000001,2889.8499999999985
RN,2023-2024,36,229.75,452.5,909,1810.5000000000034,2862.2
RN,2023-2024,37,212.75,413,811.75,1538.900000000004,2371.45
RN,2023-2024,38,200.75,391,780.25,1454.400000000002,2320.7499999999986
RN,2023-2024,39,191,385.5,763,1481.3000000000004,2264.0499999999993
RN,2023-2024,40,163.75,332.5,683.5,1458.9000000000012,2330.2999999999997
RN,2023-2024,41,168.75,335,641.25,1241.6000000000008,1952.6999999999985
RN,2023-2024,42,158,312,596,1229.2000000000003,1936.05
RN,2023-2024,43,145.75,288,567,1101.5000000000007,1745.099999999999
RN,2023-2024,44,136,267.5,522.75,1019.2000000000003,1576.8499999999992
RN,2023-2024,45,117,238,472,978.3000000000004,1408.4499999999996
RN,2023-2024,46,111,216,411.25,795.1000000000001,1305.1
RN,2023-2024,47,95.75,193,384.25,764.1000000000001,1250.2999999999997
RN,2023-2024,48,91,177,350,683.1000000000001,1060.5499999999995
RN,2023-2024,49,82.75,163,313.25,600.5000000000007,928.1499999999999
RN,2023-2024,50,74,152,292,580,877.1499999999999
RN,2023-2024,51,71,142.5,277,509,836.2999999999997
RN,2023-2024,52,63,124,246.25,498.10000000000014,816.3499999999997
RO,2023-2024,1,9,19,39,74,105
RO,2023-2024,2,10,21,43,84.10000000000014,133.0999999999999
RO,2023-2024,3,12,24,49,101.10000000000014,164.04999999999995
RO,2023-2024,4,15,29,60,118,177.14999999999986
RO,2023-2024,5,18,35,70.25,138.10000000000014,218
RO,2023-2024,6,21,43,88,173,271
RO,2023-2024,7,27,54.5,104,207.10000000000014,317.2499999999998
RO,2023-2024,8,33,62.5,131,251,365
RO,2023-2024,9,37,75,151,283.10000000000014,437.04999999999995
RO,2023-2024,10,41,83,166,329.10000000000014,514.0999999999999
RO,2023-2024,11,48,94,193,385,612.1999999999998
RO,2023-2024,12,50,100,219.25,423.10000000000014,636.05
RO,2023-2024,13,60,117,229,458.10000000000014,730.05
RO,2023-2024,14,65,130,258,495,763.4999999999995
RO,2023-2024,15,71.75,137,276,563.5000000000007,880.05
RO,2023-2024,16,77,149,292,597.1000000000001,908
RO,2023-2024,17,76,153,320.25,622.3000000000004,980.2999999999997
RO,2023-2024,18,79,154,327,649.1000000000001,1001.1499999999999
RO,2023-2024,19,81,164,334,665,955.1499999999999
RO,2023-2024,20,82,159.5,318,603.1000000000001,888.0999999999999
RO,2023-2024,21,75,145,294.25,573,1001.5999999999995
RO,2023-2024,22,72,145,279,586.2000000000003,871.5999999999995
RO,2023-2024,23,65,133,265,507,767.1499999999999
RO,2023-2024,24,59,120.5,248,481.2000000000003,717.4999999999995
RO,2023-2024,25,53,109.5,219,423.10000000000014,676
RO,2023-2024,26,49,100,211.25,401.40000000000055,660.5999999999995
RO,2023-2024,27,47,95,195,384.40000000000055,593
RO,2023-2024,28,44,89,176,352.3000000000004,531.05
RO,2023-2024,29,40,79,159,306.10000000000014,471
RO,2023-2024,30,35,72,152,306.10000000000014,451
RO,2023-2024,31,34,67,134,267.2000000000003,407.0999999999999
RO,2023-2024,32,30,61,124,238.10000000000014,381.3499999999997
RO,2023-2024,33,28,57,118,214,356.2499999999998
RO,2023-2024,34,26,50,103,206,317
RO,2023-2024,35,25,48,96,192,300.4499999999996
RO,2023-2024,36,23,43,90,175,282.0999999999999
RO,2023-2024,37,21,41,87,171.10000000000014,257.2499999999998
RO,2023-2024,38,19,39,79,159,234
RO,2023-2024,39,19,37,74,141.10000000000014,214.04999999999995
RO,2023-2024,40,16,34,70,144,214
RO,2023-2024,41,15,30,64,129,203.04999999999995
RO,2023-2024,42,14,28,58,111,162.14999999999986
RO,2023-2024,43,12,23,49,101,149.04999999999995
RO,2023-2024,44,11,21,43,86,129.04999999999995
RO,2023-2024,45,9,19,39,79,125.04999999999995
RO,2023-2024,46,8,16,35,72,106
RO,2023-2024,47,7,16,32,62,94.14999999999986
RO,2023-2024,48,7,15,33,61,94.04999999999995
RO,2023-2024,49,7,15,30,61,92
RO,2023-2024,50,7,15,32,63,93
RO,2023-2024,51,7,15,33,63,104
RO,2023-2024,52,8,17,34,69,100.04999999999995
RR,2023-2024,1,1,4,10,26,48
RR,2023-2024,2,1,3,9,25,44
RR,2023-2024,3,1,3,10,24,45
RR,2023-2024,4,1,3,8,21.100000000000136,41
RR,2023-2024,5,1,3,9,23,40
RR,2023-2024,6,1,3,8,23,39.049999999999955
RR,2023-2024,7,1,3,8,21,37.049999999999955
RR,2023-2024,8,1,3,8,21,37
RR,2023-2024,9,1,2,8,19,34.09999999999991
RR,2023-2024,10,1,3,8,19,32
RR,2023-2024,11,0,2,7,19,33
RR,2023-2024,12,1,2,8,19,33.049999999999955
RR,2023-2024,13,0,2,7,17,31
RR,2023-2024,14,0,2,7,18,32.049999999999955
RR,2023-2024,15,0,2,7,20,34
RR,2023-2024,16,0,2,7,18,29
RR,2023-2024,17,1,3,7,18,29
RR,2023-2024,18,0,2,7,18,32.049999999999955
RR,2023-2024,19,0,2,7,17,31
RR,2023-2024,20,1,2,7,18,31
RR,2023-2024,21,1,2,7,18,29.049999999999955
RR,2023-2024,22,0,2,7,18,32
RR,2023-2024,23,0,2,7,19,36
RR,2023-2024,24,1,2,8,19,31
RR,2023-2024,25,1,2,7,18,28
RR,2023-2024,26,1,3,8,20,33
RR,2023-2024,27,1,3,8,18,31
RR,2023-2024,28,1,3,8,20,34
RR,2023-2024,29,1,3,8,18,33.049999999999955
RR,2023-2024,30,1,3,8,20,39
RR,2023-2024,31,1,3,8,21,35
RR,2023-2024,32,1,3,9,21,39.049999999999955
RR,2023-2024,33,1,3,8,22,37
RR,2023-2024,34,1,3,9,22.100000000000136,38
RR,2023-2024,35,1,3,9,21,40.049999999999955
RR,2023-2024,36,1,3,10,23.100000000000136,38.049999999999955
RR,2023-2024,37,1,3,9,23,45.049999999999955
RR,2023-2024,38,1,3,10,25,44
RR,2023-2024,39,1,3,10,25,47
RR,2023-2024,40,1,4,10,25,38
RR,2023-2024,41,1,4,11,27,45.049999999999955
RR,2023-2024,42,1,4,11,29,47
RR,2023-2024,43,1,4,11,32,51
RR,2023-2024,44,1,4,11,28,54
RR,2023-2024,45,1,4,12,29,54
RR,2023-2024,46,1,4,12.25,32,53
RR,2023-2024,47,1,4,12,29,51
RR,2023-2024,48,1,4,12,31,62
RR,2023-2024,49,1,4,11,29.100000000000136,51.049999999999955
RR,2023-2024,50,1,4,11,28.100000000000136,47
RR,2023-2024,51,1,4,11,27,49.049999999999955
RR,2023-2024,52,1,4,10.25,29,50.049999999999955
RS,2023-2024,1,3,6,14,31,53
RS,2023-2024,2,3,7,15,33,57.049999999999955
RS,2023-2024,3,3,7,15,38,67
RS,2023-2024,4,3,7,17,39,77.04999999999995
RS,2023-2024,5,3,8,18,42,72.14999999999986
RS,2023-2024,6,4,9,20,48,83
RS,2023-2024,7,4,10,24,58,99.04999999999995
RS,2023-2024,8,5,12,27,63,117
RS,2023-2024,9,5,12,30,72.10000000000014,125
RS,2023-2024,10,7,14,32.25,79,160.04999999999995
RS,2023-2024,11,7,16,39,90.10000000000014,171.14999999999986
RS,2023-2024,12,8,18,44,98.10000000000014,185
RS,2023-2024,13,10,21,48,118.10000000000014,188.04999999999995
RS,2023-2024,14,11,25,55,129.10000000000014,218.04999999999995
RS,2023-2024,15,14,30,67.25,155,278.14999999999986
RS,2023-2024,16,16,34,76,189,336.0999999999999
RS,2023-2024,17,21,46,102.25,231.70000000000095,392
RS,2023-2024,18,25,55,128.25,295.2000000000003,516.1499999999999
RS,2023-2024,19,32,74,163,389.10000000000014,701.2499999999998
RS,2023-2024,20,48,101,238,520.3000000000004,893.0999999999999
RS,2023-2024,21,66,142,303,760.1000000000001,1305.3999999999996
RS,2023-2024,22,86,186,445,1080.3000000000004,1875.9499999999991
RS,2023-2024,23,116,246.5,576,1474.2000000000016,2684.5999999999985
RS,2023-2024,24,143,335,736.25,1741.500000000002,2820.3999999999987
RS,2023-2024,25,181,399,948.5,2279.500000000001,4345.149999999999
RS,2023-2024,26,203.75,443.5,1056.5,2526.9000000000024,4411.149999999999
RS,2023-2024,27,223,482,1137.25,2896.000000000002,5022.7
RS,2023-2024,28,216.75,504,1192.25,2855.2000000000007,4871.9
RS,2023-2024,29,195.25,442.5,1055.25,2587.3000000000006,4810.3499999999995
RS,2023-2024,30,172,387,907.25,2404,4530.049999999992
RS,2023-2024,31,138,302.5,743.75,1743.1000000000056,3152.0999999999967
RS,2023-2024,32,110,235,534,1407.4000000000005,2700.5499999999993
RS,2023-2024,33,72,154.5,390.25,1036.9000000000012,1945.1
RS,2023-2024,34,52,113,283,787.3000000000004,1350
RS,2023-2024,35,35.75,82,203.25,516.6000000000008,1020.2499999999998
RS,2023-2024,36,27,58,138.25,360.8000000000011,641.4999999999995
RS,2023-2024,37,19,41,107,282,585.1499999999999
RS,2023-2024,38,14,31,78,218.10000000000014,406.0999999999999
RS,2023-2024,39,10,24,56,146.10000000000014,272.2499999999998
RS,2023-2024,40,9,18,43.25,112,213.0999999999999
RS,2023-2024,41,7,15,39,90,167
RS,2023-2024,42,5,12,28,69.10000000000014,128.04999999999995
RS,2023-2024,43,5,10,24,61,105
RS,2023-2024,44,4,8,20,48,100.14999999999986
RS,2023-2024,45,3,7,17,43,84
RS,2023-2024,46,3,7,16,34,64
RS,2023-2024,47,3,6,14,37,67.04999999999995
RS,2023-2024,48,2,6,14,32.100000000000136,61
RS,2023-2024,49,3,6,12,33,57
RS,2023-2024,50,2,6,13,33,54.049999999999955
RS,2023-2024,51,3,6,14,34,56.049999999999955
RS,2023-2024,52,2,6,13,31,53
SC,2023-2024,1,5,12,29,85,183.0999999999999
SC,2023-2024,2,5,12,28,76,174
SC,2023-2024,3,5,12,31,86,171.04999999999995
SC,2023-2024,4,6,13,33,83,206.0999999999999
SC,2023-2024,5,6,14,36,99,200.0999999999999
SC,2023-2024,6,6.75,16,37,107,255.24999999999977
SC,2023-2024,7,7,17,42,114.10000000000014,269.0999999999999
SC,2023-2024,8,8,19,45,124.10000000000014,272
SC,2023-2024,9,10,22,54.25,160,355.5499999999995
SC,2023-2024,10,10,23,62,159.10000000000014,342.14999999999986
SC,2023-2024,11,12,27,65,195.10000000000014,440.1999999999998
SC,2023-2024,12,13,31,80,222.3000000000004,491.2499999999998
SC,2023-2024,13,16,36,91.25,251.3000000000004,593
SC,2023-2024,14,18.75,42,106.25,309.2000000000003,714.6499999999994
SC,2023-2024,15,21,47,124,385.10000000000014,945.4499999999987
SC,2023-2024,16,26,61,158,469.10000000000014,1075.8999999999992
SC,2023-2024,17,30,69,186,512.1000000000001,1201.1
SC,2023-2024,18,37.75,88,242.25,774.4000000000005,1985.4999999999995
SC,2023-2024,19,48,111,305,961.4000000000005,1980.199999999999
SC,2023-2024,20,60,144,368,1330.400000000002,2735.999999999999
SC,2023-2024,21,75,180,508.5,1594.400000000002,4101.349999999997
SC,2023-2024,22,100,241.5,654,2047,5300.699999999996
SC,2023-2024,23,130,301.5,881.75,2755.800000000001,7252.0999999999995
SC,2023-2024,24,160,371,1001.75,3227.2000000000007,7538.499999999984
SC,2023-2024,25,197,464,1296.25,4352.100000000002,11178.599999999999
SC,2023-2024,26,239,572.5,1572.25,5199.600000000002,13109.5
SC,2023-2024,27,276.75,655,1768,5625.100000000003,15330.249999999995
SC,2023-2024,28,295.5,705.5,1891.25,6765.600000000002,19677.949999999993
SC,2023-2024,29,308,737.5,2012,7092.4000000000005,17574.74999999998
SC,2023-2024,30,285,696,2013.75,6291.400000000022,19034.84999999999
